,CustomerID,Age,TransactionCount,Recency,AverageAmount,TotalAmount,Segment
8293,C2314523,34,1,207,460.21,460.21,Big Spenders
8294,C2314531,34,1,237,100.0,100.0,Hibernating Customers
8295,C2314583,25,1,114,50.0,50.0,New Customers
8296,C2314643,35,1,114,353.0,353.0,Other
8297,C2314686,41,1,359,453.0,453.0,Big Spenders
8298,C2314690,26,1,237,180.0,180.0,Hibernating Customers
8299,C2314846,31,1,141,300.0,300.0,Big Spenders
8300,C2315130,37,1,146,448.0,448.0,Big Spenders
8301,C2315245,30,1,23,538.0,538.0,Other
8302,C2315261,29,1,110,400.0,400.0,Other
8303,C2315278,32,1,85,1000.0,1000.0,Other
8304,C2315382,27,1,237,59.0,59.0,Hibernating Customers
8305,C2315670,27,1,145,30.0,30.0,Hibernating Customers
8306,C2315824,32,1,85,540.0,540.0,Other
8307,C2315828,32,1,139,49.0,49.0,Other
8308,C2315880,35,1,53,120.0,120.0,New Customers
8309,C2315924,23,1,327,627.0,627.0,Big Spenders
8310,C2315925,27,1,72,34.0,34.0,New Customers
8311,C2316018,30,1,114,195.0,195.0,Other
8312,C2316061,41,1,298,186.0,186.0,Hibernating Customers
8313,C2316073,27,1,109,465.0,465.0,Other
8314,C2316152,26,1,136,50.0,50.0,Other
8315,C2316189,27,1,141,480.0,480.0,Big Spenders
8316,C2316215,24,1,115,828.0,828.0,Other
8317,C2316250,39,1,268,500.0,500.0,Big Spenders
8318,C2316315,24,1,114,34.0,34.0,New Customers
8319,C2316337,28,1,146,692.0,692.0,Big Spenders
8320,C2316346,26,1,126,225.0,225.0,Other
8321,C2316384,26,1,358,500.0,500.0,Big Spenders
8322,C2316444,27,1,146,65.0,65.0,Hibernating Customers
8323,C2316546,29,1,24,100.0,100.0,New Customers
8324,C2316574,32,1,358,700.0,700.0,Big Spenders
8325,C2316583,24,1,267,500.0,500.0,Big Spenders
8326,C2316772,26,1,135,90.0,90.0,Other
8327,C2316777,25,1,115,313.59,313.59,Other
8328,C2316853,39,1,23,852.0,852.0,Other
8329,C2316939,27,1,53,822.0,822.0,Other
8330,C2317044,35,1,140,110.0,110.0,Hibernating Customers
8331,C2317048,25,1,176,705.0,705.0,Big Spenders
8332,C2317114,28,1,299,299.5,299.5,Big Spenders
8333,C2317212,23,1,268,3.99,3.99,Hibernating Customers
8334,C2317248,22,1,238,48.0,48.0,Hibernating Customers
8335,C2317251,35,1,53,200.0,200.0,Other
8336,C2317281,33,1,137,60.0,60.0,Other
8337,C2317424,30,1,267,240.0,240.0,Hibernating Customers
8338,C2317653,21,1,131,707.0,707.0,Other
8339,C2317728,30,1,109,66.0,66.0,New Customers
8340,C2317879,23,1,85,155.0,155.0,New Customers
8341,C2318123,29,1,176,273.0,273.0,Hibernating Customers
8342,C2318128,32,1,109,456.0,456.0,Other
8343,C2318171,28,1,23,100.0,100.0,New Customers
8344,C2318257,30,1,53,448.0,448.0,Other
8345,C2318311,30,1,176,300.0,300.0,Big Spenders
8346,C2318324,27,1,268,220.0,220.0,Hibernating Customers
8347,C2318413,28,1,54,200.0,200.0,Other
8348,C2318484,29,1,101,179.0,179.0,Other
8349,C2318537,27,1,206,179.77,179.77,Hibernating Customers
8350,C2318547,27,1,131,99.0,99.0,Other
8351,C2318561,34,1,130,200.0,200.0,Other
8352,C2318583,25,1,129,300.0,300.0,Other
8353,C2318617,23,1,358,50.0,50.0,Hibernating Customers
8354,C2318672,35,1,328,80.0,80.0,Hibernating Customers
8355,C2318763,26,1,137,310.0,310.0,Other
8356,C2318778,26,1,23,158.0,158.0,New Customers
8357,C2318841,31,1,84,146.24,146.24,New Customers
8358,C2318847,25,1,123,752.0,752.0,Other
8359,C2318862,28,1,327,20.0,20.0,Hibernating Customers
8360,C2318928,26,1,327,147.0,147.0,Hibernating Customers
8361,C2318990,36,1,127,275.0,275.0,Other
8362,C2319047,35,1,206,260.0,260.0,Hibernating Customers
8363,C2319164,26,1,23,49.0,49.0,New Customers
8364,C2319172,27,1,177,465.88,465.88,Big Spenders
8365,C2319179,22,1,132,27.0,27.0,Other
8366,C2319217,33,1,131,30.0,30.0,Other
8367,C2319222,39,1,85,100.0,100.0,New Customers
8368,C2319273,24,1,23,350.0,350.0,Other
8369,C2319418,27,1,109,917.69,917.69,Other
8370,C2319492,33,1,139,150.0,150.0,Other
8371,C2319511,38,1,127,500.0,500.0,Other
8372,C2319679,35,1,177,199.0,199.0,Hibernating Customers
8373,C2319739,24,1,130,20.0,20.0,Other
8374,C2319864,26,1,145,20.0,20.0,Hibernating Customers
8375,C2319869,32,1,136,450.0,450.0,Other
8376,C2319965,27,1,124,22.0,22.0,New Customers
8377,C2320023,29,1,140,350.0,350.0,Big Spenders
8378,C2320083,35,1,109,226.0,226.0,Other
8379,C2320121,32,1,124,150.0,150.0,New Customers
8380,C2320145,24,1,328,63.0,63.0,Hibernating Customers
8381,C2320223,40,1,132,301.0,301.0,Other
8382,C2320320,25,1,207,99.0,99.0,Hibernating Customers
8383,C2320328,34,1,134,819.0,819.0,Other
8384,C2320357,23,1,110,50.0,50.0,New Customers
8385,C2320380,23,1,137,11.0,11.0,Other
8386,C2320381,25,1,328,50.0,50.0,Hibernating Customers
8387,C2320561,28,1,299,1000.0,1000.0,Big Spenders
8388,C2320592,30,1,108,137.0,137.0,New Customers
8389,C2320645,24,1,24,15.09,15.09,New Customers
8390,C2320651,35,1,105,100.0,100.0,New Customers
8391,C2320774,27,1,93,200.0,200.0,Other
8392,C2320850,36,1,131,488.0,488.0,Other
8393,C2320889,32,1,299,1000.0,1000.0,Big Spenders
8394,C2320892,25,1,140,100.0,100.0,Hibernating Customers
8395,C2320959,28,1,109,100.0,100.0,New Customers
8396,C2320974,25,1,238,599.0,599.0,Big Spenders
8397,C2321015,26,1,123,10.0,10.0,New Customers
8398,C2321022,24,1,298,26.0,26.0,Hibernating Customers
8399,C2321029,24,1,133,100.0,100.0,Other
8400,C2321190,40,1,24,665.0,665.0,Other
8401,C2321215,23,1,136,285.0,285.0,Other
8402,C2321222,41,1,145,726.0,726.0,Big Spenders
8403,C2321283,23,1,141,140.0,140.0,Hibernating Customers
8404,C2321316,26,1,115,599.0,599.0,Other
8405,C2321319,23,1,126,200.0,200.0,Other
8406,C2321366,26,1,138,600.0,600.0,Other
8407,C2321442,22,1,110,100.0,100.0,New Customers
8408,C2321448,35,1,176,500.0,500.0,Big Spenders
8409,C2321532,29,1,136,50.0,50.0,Other
8410,C2321586,25,1,134,899.0,899.0,Other
8411,C2321619,27,1,135,183.0,183.0,Other
8412,C2321757,23,1,85,100.0,100.0,New Customers
8413,C2321887,28,1,53,339.0,339.0,Other
8414,C2321939,21,1,145,75.64,75.64,Hibernating Customers
8415,C2321964,24,1,145,30.0,30.0,Hibernating Customers
8416,C2321975,31,1,146,650.0,650.0,Big Spenders
8417,C2322091,40,1,268,60.0,60.0,Hibernating Customers
8418,C2322168,28,1,131,123.0,123.0,Other
8419,C2322236,26,1,141,100.0,100.0,Hibernating Customers
8420,C2322255,24,1,23,14.0,14.0,New Customers
8421,C2322317,23,1,135,25.0,25.0,Other
8422,C2322320,32,1,97,50.0,50.0,New Customers
8423,C2322436,40,1,54,600.0,600.0,Other
8424,C2322461,30,1,126,100.0,100.0,New Customers
8425,C2322531,32,1,141,100.0,100.0,Hibernating Customers
8426,C2322542,32,1,298,732.0,732.0,Big Spenders
8427,C2322592,25,1,100,342.0,342.0,Other
8428,C2322674,30,1,237,50.0,50.0,Hibernating Customers
8429,C2322712,20,1,108,252.0,252.0,Other
8430,C2322717,33,1,146,569.2,569.2,Big Spenders
8431,C2322735,33,1,126,30.0,30.0,New Customers
8432,C2322768,28,1,146,50.0,50.0,Hibernating Customers
8433,C2322943,25,1,267,1000.0,1000.0,Big Spenders
8434,C2322981,39,1,128,100.0,100.0,New Customers
8435,C2323028,26,1,207,430.0,430.0,Big Spenders
8436,C2323137,27,1,125,205.0,205.0,Other
8437,C2323183,26,1,54,715.0,715.0,Other
8438,C2323324,27,1,127,700.0,700.0,Other
8439,C2323326,31,1,126,528.0,528.0,Other
8440,C2323479,24,1,131,904.1,904.1,Other
8441,C2323517,30,1,115,45.0,45.0,New Customers
8442,C2323560,32,1,115,1000.0,1000.0,Other
8443,C2323673,30,1,129,540.0,540.0,Other
8444,C2323728,25,1,97,66.0,66.0,New Customers
8445,C2323736,24,1,23,251.0,251.0,Other
8446,C2323747,22,1,109,500.0,500.0,Other
8447,C2323748,24,1,177,531.0,531.0,Big Spenders
8448,C2323761,27,1,299,200.0,200.0,Hibernating Customers
8449,C2323778,29,1,299,500.0,500.0,Big Spenders
8450,C2323814,33,1,134,124.0,124.0,Other
8451,C2323817,40,1,24,870.0,870.0,Other
8452,C2323823,25,1,207,200.0,200.0,Hibernating Customers
8453,C2323833,33,1,110,318.0,318.0,Other
8454,C2323838,26,1,176,76.0,76.0,Hibernating Customers
8455,C2323939,24,1,177,800.0,800.0,Big Spenders
8456,C2324045,23,1,136,60.0,60.0,Other
8457,C2324053,31,1,123,50.0,50.0,New Customers
8458,C2324056,29,1,132,118.0,118.0,Other
8459,C2324120,31,1,124,44.0,44.0,New Customers
8460,C2324165,30,1,53,721.0,721.0,Other
8461,C2324187,25,1,24,557.92,557.92,Other
8462,C2324250,28,1,207,500.0,500.0,Big Spenders
8463,C2324359,26,1,134,417.52,417.52,Other
8464,C2324386,31,1,108,127.0,127.0,New Customers
8465,C2324413,27,1,327,200.0,200.0,Hibernating Customers
8466,C2324492,40,1,298,460.0,460.0,Big Spenders
8467,C2324517,29,1,84,289.0,289.0,Other
8468,C2324549,36,1,139,1000.0,1000.0,Other
8469,C2324562,33,1,141,500.0,500.0,Big Spenders
8470,C2324662,25,1,358,49.0,49.0,Hibernating Customers
8471,C2324670,26,1,328,444.0,444.0,Big Spenders
8472,C2324769,31,1,327,150.0,150.0,Hibernating Customers
8473,C2324784,28,1,145,800.0,800.0,Big Spenders
8474,C2324831,33,1,85,156.0,156.0,New Customers
8475,C2324838,28,1,125,44.0,44.0,New Customers
8476,C2324882,22,1,298,480.36,480.36,Big Spenders
8477,C2324933,26,1,108,400.0,400.0,Other
8478,C2324977,30,1,129,499.0,499.0,Other
8479,C2325044,26,1,358,10.44,10.44,Hibernating Customers
8480,C2325067,41,1,129,200.0,200.0,Other
8481,C2325259,30,1,105,500.0,500.0,Other
8482,C2325321,30,1,237,31.0,31.0,Hibernating Customers
8483,C2325322,26,1,177,398.0,398.0,Big Spenders
8484,C2325335,26,1,123,891.0,891.0,Other
8485,C2325339,40,1,93,529.0,529.0,Other
8486,C2325391,32,1,268,280.0,280.0,Hibernating Customers
8487,C2325431,32,1,125,399.0,399.0,Other
8488,C2325451,29,1,298,180.0,180.0,Hibernating Customers
8489,C2325625,30,1,98,120.0,120.0,New Customers
8490,C2325752,33,1,141,688.0,688.0,Big Spenders
8491,C2325988,32,1,358,100.0,100.0,Hibernating Customers
8492,C2326028,25,1,145,95.0,95.0,Hibernating Customers
8493,C2326124,20,1,115,100.0,100.0,New Customers
8494,C2326151,29,1,109,500.0,500.0,Other
8495,C2326180,26,1,177,450.0,450.0,Big Spenders
8496,C2326211,23,1,84,713.0,713.0,Other
8497,C2326238,24,1,84,300.0,300.0,Other
8498,C2326320,24,1,138,200.0,200.0,Other
8499,C2326351,36,1,267,306.0,306.0,Big Spenders
8500,C2326384,27,1,130,667.1,667.1,Other
8501,C2326455,26,1,298,524.0,524.0,Big Spenders
8502,C2326480,36,1,133,230.0,230.0,Other
8503,C2326589,34,1,359,200.0,200.0,Hibernating Customers
8504,C2326631,33,1,110,1.99,1.99,New Customers
8505,C2326643,29,1,127,1000.0,1000.0,Other
8506,C2326737,25,1,176,72.0,72.0,Hibernating Customers
8507,C2326754,25,1,125,95.0,95.0,New Customers
8508,C2326770,26,1,327,1000.0,1000.0,Big Spenders
8509,C2326822,28,1,23,220.0,220.0,Other
8510,C2326852,29,1,126,50.0,50.0,New Customers
8511,C2326861,28,1,134,120.0,120.0,Other
8512,C2326924,37,1,129,287.0,287.0,Other
8513,C2326984,26,1,139,179.0,179.0,Other
8514,C2327034,27,1,359,110.0,110.0,Hibernating Customers
8515,C2327066,32,1,138,200.0,200.0,Other
8516,C2327181,24,1,135,500.0,500.0,Other
8517,C2327216,24,1,359,135.0,135.0,Hibernating Customers
8518,C2327320,22,1,177,95.0,95.0,Hibernating Customers
8519,C2327377,29,1,24,565.0,565.0,Other
8520,C2327387,25,1,145,50.0,50.0,Hibernating Customers
8521,C2327686,36,1,359,750.0,750.0,Big Spenders
8522,C2327714,25,1,136,501.0,501.0,Other
8523,C2327746,28,1,126,89.0,89.0,New Customers
8524,C2327752,28,1,133,30.0,30.0,Other
8525,C2327812,35,1,134,125.0,125.0,Other
8526,C2327869,23,1,97,200.0,200.0,Other
8527,C2327875,24,1,84,606.9,606.9,Other
8528,C2327975,24,1,123,100.0,100.0,New Customers
8529,C2328023,26,1,123,525.0,525.0,Other
8530,C2328059,32,1,108,766.8,766.8,Other
8531,C2328147,31,1,137,300.0,300.0,Other
8532,C2328257,31,1,108,429.0,429.0,Other
8533,C2328344,29,1,105,596.0,596.0,Other
8534,C2328461,33,1,124,350.0,350.0,Other
8535,C2328475,32,1,84,215.7,215.7,Other
8536,C2328481,25,1,206,800.0,800.0,Big Spenders
8537,C2328512,20,1,84,150.0,150.0,New Customers
8538,C2328569,27,1,141,200.0,200.0,Hibernating Customers
8539,C2328591,25,1,114,178.0,178.0,Other
8540,C2328860,33,1,126,310.0,310.0,Other
8541,C2328869,39,1,359,22.0,22.0,Hibernating Customers
8542,C2328960,26,1,126,163.0,163.0,New Customers
8543,C2329088,24,1,358,767.0,767.0,Big Spenders
8544,C2329227,32,1,134,851.95,851.95,Other
8545,C2329233,26,1,114,129.0,129.0,New Customers
8546,C2329238,27,1,108,500.0,500.0,Other
8547,C2329275,26,1,135,100.0,100.0,Other
8548,C2329335,29,1,53,150.0,150.0,New Customers
8549,C2329377,32,1,145,381.0,381.0,Big Spenders
8550,C2329388,29,1,136,500.0,500.0,Other
8551,C2329665,22,1,123,50.0,50.0,New Customers
8552,C2329676,37,1,299,750.0,750.0,Big Spenders
8553,C2329729,26,1,137,750.0,750.0,Other
8554,C2329879,27,1,137,228.0,228.0,Other
8555,C2329881,26,1,137,101.0,101.0,Other
8556,C2329892,25,1,133,205.0,205.0,Other
8557,C2330043,26,1,115,239.0,239.0,Other
8558,C2330061,24,1,97,600.0,600.0,Other
8559,C2330237,28,1,146,210.0,210.0,Hibernating Customers
8560,C2330239,29,1,133,1000.0,1000.0,Other
8561,C2330283,25,1,85,700.0,700.0,Other
8562,C2330290,25,1,139,138.0,138.0,Other
8563,C2330331,30,1,72,766.0,766.0,Other
8564,C2330341,24,1,268,50.0,50.0,Hibernating Customers
8565,C2330350,23,3,85,180.0,540.0,Loyal Customers
8566,C2330357,26,1,114,241.63,241.63,Other
8567,C2330425,34,1,327,195.0,195.0,Hibernating Customers
8568,C2330434,26,1,207,115.75,115.75,Hibernating Customers
8569,C2330436,22,1,53,10.0,10.0,New Customers
8570,C2330466,22,1,140,20.0,20.0,Hibernating Customers
8571,C2330514,31,1,72,370.0,370.0,Other
8572,C2330546,28,1,126,504.78,504.78,Other
8573,C2330554,23,1,207,260.0,260.0,Hibernating Customers
8574,C2330726,30,1,177,1000.0,1000.0,Big Spenders
8575,C2330790,29,1,108,160.0,160.0,New Customers
8576,C2330870,29,1,133,695.01,695.01,Other
8577,C2330939,29,1,24,422.0,422.0,Other
8578,C2330984,31,1,125,390.0,390.0,Other
8579,C2331016,28,1,298,30.0,30.0,Hibernating Customers
8580,C2331049,26,1,85,222.0,222.0,Other
8581,C2331247,20,1,358,60.0,60.0,Hibernating Customers
8582,C2331371,25,1,126,50.0,50.0,New Customers
8583,C2331373,39,1,299,1000.0,1000.0,Big Spenders
8584,C2331438,26,1,268,200.0,200.0,Hibernating Customers
8585,C2331484,29,1,129,1000.0,1000.0,Other
8586,C2331517,24,1,140,40.0,40.0,Hibernating Customers
8587,C2331526,26,1,146,50.0,50.0,Hibernating Customers
8588,C2331616,31,1,136,605.0,605.0,Other
8589,C2331621,28,1,141,264.0,264.0,Hibernating Customers
8590,C2331655,27,1,206,76.0,76.0,Hibernating Customers
8591,C2331787,33,1,132,61.0,61.0,Other
8592,C2331961,29,1,136,220.0,220.0,Other
8593,C2331966,27,1,128,350.0,350.0,Other
8594,C2331984,26,1,84,331.0,331.0,Other
8595,C2332016,29,1,85,270.0,270.0,Other
8596,C2332078,28,1,237,100.0,100.0,Hibernating Customers
8597,C2332353,24,1,85,200.0,200.0,Other
8598,C2332358,30,1,145,120.0,120.0,Hibernating Customers
8599,C2332412,26,1,359,50.0,50.0,Hibernating Customers
8600,C2332514,26,1,359,225.0,225.0,Hibernating Customers
8601,C2332547,31,1,176,97.0,97.0,Hibernating Customers
8602,C2332563,37,1,123,100.86,100.86,New Customers
8603,C2332678,24,1,139,65.0,65.0,Other
8604,C2332721,28,1,207,400.0,400.0,Big Spenders
8605,C2332730,22,1,207,79.56,79.56,Hibernating Customers
8606,C2332979,29,1,110,279.79,279.79,Other
8607,C2333034,21,1,146,33.0,33.0,Hibernating Customers
8608,C2333049,25,1,139,85.0,85.0,Other
8609,C2333063,29,1,359,367.0,367.0,Big Spenders
8610,C2333118,28,1,134,870.0,870.0,Other
8611,C2333153,25,1,123,47.0,47.0,New Customers
8612,C2333326,32,1,128,200.0,200.0,Other
8613,C2333360,28,1,131,500.0,500.0,Other
8614,C2333382,25,1,84,1000.0,1000.0,Other
8615,C2333483,23,1,130,200.0,200.0,Other
8616,C2333642,32,1,146,375.0,375.0,Big Spenders
8617,C2333663,28,1,127,599.0,599.0,Other
8618,C2333713,24,1,134,400.0,400.0,Other
8619,C2333730,25,1,136,200.0,200.0,Other
8620,C2333779,27,1,109,199.0,199.0,Other
8621,C2333819,24,1,96,90.0,90.0,New Customers
8622,C2333850,28,1,138,775.0,775.0,Other
8623,C2333916,23,1,130,50.0,50.0,Other
8624,C2334026,27,1,359,60.0,60.0,Hibernating Customers
8625,C2334147,23,1,125,70.0,70.0,New Customers
8626,C2334236,25,1,327,299.0,299.0,Big Spenders
8627,C2334290,27,1,97,1000.0,1000.0,Other
8628,C2334320,38,1,138,1000.0,1000.0,Other
8629,C2334328,23,1,108,200.0,200.0,Other
8630,C2334351,23,1,54,510.0,510.0,Other
8631,C2334358,32,1,206,11.0,11.0,Hibernating Customers
8632,C2334361,26,1,127,445.0,445.0,Other
8633,C2334475,23,1,358,893.35,893.35,Big Spenders
8634,C2334634,29,1,133,69.0,69.0,Other
8635,C2334721,34,1,206,285.0,285.0,Hibernating Customers
8636,C2334770,30,1,127,801.0,801.0,Other
8637,C2334782,35,1,126,225.0,225.0,Other
8638,C2334783,26,1,137,147.0,147.0,Other
8639,C2334817,29,1,130,548.0,548.0,Other
8640,C2334935,25,1,135,359.04,359.04,Other
8641,C2334956,27,1,137,50.0,50.0,Other
8642,C2334968,31,1,133,820.0,820.0,Other
8643,C2335035,31,1,108,539.0,539.0,Other
8644,C2335066,26,1,84,95.0,95.0,New Customers
8645,C2335128,27,1,131,450.0,450.0,Other
8646,C2335133,20,1,132,68.0,68.0,Other
8647,C2335139,38,1,136,290.0,290.0,Other
8648,C2335165,34,1,101,20.0,20.0,New Customers
8649,C2335172,29,1,126,618.0,618.0,Other
8650,C2335276,25,1,125,30.0,30.0,New Customers
8651,C2335465,28,1,114,716.49,716.49,Other
8652,C2335535,23,1,237,900.0,900.0,Big Spenders
8653,C2335571,35,1,126,110.0,110.0,New Customers
8654,C2335581,27,1,177,980.0,980.0,Big Spenders
8655,C2335630,21,1,85,90.0,90.0,New Customers
8656,C2335683,26,1,131,100.0,100.0,Other
8657,C2335726,27,1,177,650.0,650.0,Big Spenders
8658,C2335755,26,1,128,950.0,950.0,Other
8659,C2335765,31,1,72,259.59,259.59,Other
8660,C2335770,26,1,141,250.0,250.0,Hibernating Customers
8661,C2335821,39,1,327,200.0,200.0,Hibernating Customers
8662,C2335824,31,1,141,30.0,30.0,Hibernating Customers
8663,C2335923,30,1,135,50.0,50.0,Other
8664,C2335961,26,1,268,561.0,561.0,Big Spenders
8665,C2335975,23,1,298,4.0,4.0,Hibernating Customers
8666,C2336024,29,1,128,914.0,914.0,Other
8667,C2336119,26,1,85,130.95,130.95,New Customers
8668,C2336126,37,1,138,275.0,275.0,Other
8669,C2336129,26,1,141,98.0,98.0,Hibernating Customers
8670,C2336178,32,1,135,175.0,175.0,Other
8671,C2336191,28,1,109,360.0,360.0,Other
8672,C2336220,33,1,109,500.0,500.0,Other
8673,C2336283,28,1,131,912.0,912.0,Other
8674,C2336289,24,1,110,500.0,500.0,Other
8675,C2336355,32,1,140,620.01,620.01,Big Spenders
8676,C2336365,28,1,85,480.0,480.0,Other
8677,C2336384,28,1,267,213.0,213.0,Hibernating Customers
8678,C2336575,36,1,24,166.0,166.0,New Customers
8679,C2336665,33,1,207,253.81,253.81,Hibernating Customers
8680,C2336692,25,1,132,50.0,50.0,Other
8681,C2336712,28,1,145,198.0,198.0,Hibernating Customers
8682,C2336733,28,1,123,149.0,149.0,New Customers
8683,C2336836,29,1,327,235.0,235.0,Hibernating Customers
8684,C2336839,31,1,23,50.0,50.0,New Customers
8685,C2336941,37,1,299,420.0,420.0,Big Spenders
8686,C2337073,28,1,299,110.0,110.0,Hibernating Customers
8687,C2337086,34,1,53,1000.0,1000.0,Other
8688,C2337143,24,1,24,500.0,500.0,Other
8689,C2337187,23,1,141,50.0,50.0,Hibernating Customers
8690,C2337258,27,1,132,200.0,200.0,Other
8691,C2337378,30,1,206,700.0,700.0,Big Spenders
8692,C2337639,30,1,268,805.0,805.0,Big Spenders
8693,C2337667,31,1,101,235.0,235.0,Other
8694,C2337738,26,1,135,467.0,467.0,Other
8695,C2337758,23,1,145,245.0,245.0,Hibernating Customers
8696,C2337844,28,1,108,80.0,80.0,New Customers
8697,C2338034,30,1,141,208.0,208.0,Hibernating Customers
8698,C2338069,26,1,140,336.0,336.0,Big Spenders
8699,C2338178,28,1,133,606.9,606.9,Other
8700,C2338211,30,1,328,518.0,518.0,Big Spenders
8701,C2338291,24,1,126,270.8,270.8,Other
8702,C2338317,35,1,138,781.52,781.52,Other
8703,C2338360,32,1,268,200.0,200.0,Hibernating Customers
8704,C2338540,30,1,124,50.0,50.0,New Customers
8705,C2338615,24,1,115,510.0,510.0,Other
8706,C2338651,24,1,237,178.0,178.0,Hibernating Customers
8707,C2338839,26,1,115,30.0,30.0,New Customers
8708,C2338869,27,1,267,381.0,381.0,Big Spenders
8709,C2338873,31,1,138,75.97,75.97,Other
8710,C2338886,38,1,128,99.0,99.0,New Customers
8711,C2338966,26,1,207,756.5,756.5,Big Spenders
8712,C2338981,27,2,177,102.5,205.0,Other
8713,C2339053,33,1,84,1000.0,1000.0,Other
8714,C2339092,31,1,126,50.0,50.0,New Customers
8715,C2339175,25,1,23,334.8,334.8,Other
8716,C2339192,26,1,135,60.0,60.0,Other
8717,C2339212,38,1,237,388.0,388.0,Big Spenders
8718,C2339270,36,1,176,50.0,50.0,Hibernating Customers
8719,C2339331,30,1,136,563.0,563.0,Other
8720,C2339439,28,1,207,50.0,50.0,Hibernating Customers
8721,C2339446,27,1,53,43.0,43.0,New Customers
8722,C2339530,24,1,298,559.0,559.0,Big Spenders
8723,C2339616,30,1,359,70.0,70.0,Hibernating Customers
8724,C2339618,29,1,145,471.0,471.0,Big Spenders
8725,C2339664,26,1,126,942.0,942.0,Other
8726,C2339666,34,1,109,540.0,540.0,Other
8727,C2339721,24,1,140,320.0,320.0,Big Spenders
8728,C2339722,33,1,108,1000.0,1000.0,Other
8729,C2339766,23,1,359,490.0,490.0,Big Spenders
8730,C2339923,28,1,100,30.0,30.0,New Customers
8731,C2339927,22,1,237,196.0,196.0,Hibernating Customers
8732,C2340078,29,1,328,40.0,40.0,Hibernating Customers
8733,C2340088,39,1,238,1000.0,1000.0,Big Spenders
8734,C2340274,28,1,141,100.0,100.0,Hibernating Customers
8735,C2340332,32,1,132,156.0,156.0,Other
8736,C2340350,27,1,126,229.4,229.4,Other
8737,C2340419,31,1,237,310.0,310.0,Big Spenders
8738,C2340438,35,1,53,320.0,320.0,Other
8739,C2340439,30,1,358,306.0,306.0,Big Spenders
8740,C2340492,35,1,298,146.66,146.66,Hibernating Customers
8741,C2340625,28,1,125,40.0,40.0,New Customers
8742,C2340684,23,1,238,20.0,20.0,Hibernating Customers
8743,C2340733,25,1,110,20.0,20.0,New Customers
8744,C2340822,30,1,114,10.0,10.0,New Customers
8745,C2340919,26,1,206,10.0,10.0,Hibernating Customers
8746,C2341021,40,1,53,500.0,500.0,Other
8747,C2341065,29,1,84,537.52,537.52,Other
8748,C2341079,25,1,146,55.0,55.0,Hibernating Customers
8749,C2341158,22,1,177,258.0,258.0,Hibernating Customers
8750,C2341162,27,1,146,74.0,74.0,Hibernating Customers
8751,C2341176,26,1,133,299.0,299.0,Other
8752,C2341177,23,1,23,50.0,50.0,New Customers
8753,C2341411,34,1,129,371.0,371.0,Other
8754,C2341454,23,1,358,632.0,632.0,Big Spenders
8755,C2341467,31,1,110,305.87,305.87,Other
8756,C2341669,33,1,359,230.0,230.0,Hibernating Customers
8757,C2341671,30,1,24,285.0,285.0,Other
8758,C2341736,27,1,133,250.0,250.0,Other
8759,C2341784,32,1,358,380.0,380.0,Big Spenders
8760,C2341985,27,1,267,100.0,100.0,Hibernating Customers
8761,C2342012,21,1,110,60.0,60.0,New Customers
8762,C2342029,40,1,109,50.0,50.0,New Customers
8763,C2342044,24,1,114,251.0,251.0,Other
8764,C2342125,22,1,136,80.0,80.0,Other
8765,C2342152,28,1,129,334.52,334.52,Other
8766,C2342284,30,1,145,80.0,80.0,Hibernating Customers
8767,C2342373,32,1,139,150.0,150.0,Other
8768,C2342386,29,1,268,349.0,349.0,Big Spenders
8769,C2342455,24,1,101,197.0,197.0,Other
8770,C2342531,27,1,136,198.0,198.0,Other
8771,C2342543,27,1,114,690.0,690.0,Other
8772,C2342665,29,1,127,561.0,561.0,Other
8773,C2342685,20,1,140,20.0,20.0,Hibernating Customers
8774,C2342719,26,1,298,20.0,20.0,Hibernating Customers
8775,C2342850,34,1,123,624.0,624.0,Other
8776,C2342920,23,1,327,23.0,23.0,Hibernating Customers
8777,C2345481,28,1,207,297.0,297.0,Hibernating Customers
8778,C2346460,25,1,132,270.0,270.0,Other
8779,C2346533,25,1,123,1.0,1.0,New Customers
8780,C2346836,23,1,327,82.0,82.0,Hibernating Customers
8781,C2348821,25,1,24,295.0,295.0,Other
8782,C2349583,32,1,238,549.0,549.0,Big Spenders
8783,C2351452,29,1,328,117.0,117.0,Hibernating Customers
8784,C2352013,30,1,141,250.0,250.0,Hibernating Customers
8785,C2352953,30,1,177,214.0,214.0,Hibernating Customers
8786,C2354169,32,1,141,1000.0,1000.0,Big Spenders
8787,C2354571,34,1,237,156.0,156.0,Hibernating Customers
8788,C2355879,31,1,131,100.0,100.0,Other
8789,C2356589,33,1,134,100.86,100.86,Other
8790,C2357266,23,1,137,100.0,100.0,Other
8791,C2358170,26,1,129,104.0,104.0,Other
8792,C2358526,28,1,141,540.0,540.0,Big Spenders
8793,C2359180,25,1,130,25.0,25.0,Other
8794,C2359585,27,1,129,50.0,50.0,Other
8795,C2360086,26,1,97,310.0,310.0,Other
8796,C2360383,24,1,129,50.0,50.0,Other
8797,C2360988,34,1,268,84.0,84.0,Hibernating Customers
8798,C2361286,24,1,176,165.0,165.0,Hibernating Customers
8799,C2361959,32,1,85,100.0,100.0,New Customers
8800,C2362536,24,1,115,330.0,330.0,Other
8801,C2363028,29,1,114,204.0,204.0,Other
